"V01.00.000"
"$_Languages"
"9(1) Englisch (USA)";"7(1) Deutsch (Deutschland)";"513(1) Key"
"702009 ""MEL, Maschine nicht in Betriebsart Automatik""";"702009 ""MEL, Maschine nicht in Betriebsart Automatik""";""
"702010 ""MEL, Einrichtbetrieb aktiv""";"702010 ""MEL, Einrichtbetrieb aktiv""";""
"702011 ""MEL, 3. Betriebsart aktiv""";"702011 ""MEL, 3. Betriebsart aktiv""";""
"702012 ""MEL, 4. Betriebsart aktiv""";"702012 ""MEL, 4. Betriebsart aktiv""";""
"702013 ""MEL, DB20 nicht vorhanden""";"702013 ""MEL, DB20 nicht vorhanden""";""
"702014 ""MEL, Das Kennwort wurde bei Tageswechsel zurueckgesetzt""";"702014 ""MEL, Das Kennwort wurde bei Tageswechsel zurueckgesetzt""";""
"702015 ""MEL, Fahrbereich X eingeschraenkt""";"702015 ""MEL, Fahrbereich X eingeschraenkt""";""
"702016 ""MEL, Fahrbereich B eingeschraenkt""";"702016 ""MEL, Fahrbereich B eingeschraenkt""";""
"702017 ""MEL, Fahrbereich Hauptachsen gesperrt""";"702017 ""MEL, Fahrbereich Hauptachsen gesperrt""";""
"702018 ""MEL, NC-Start nicht erlaubt""";"702018 ""MEL, NC-Start nicht erlaubt""";""
"702019 ""MEL, NCK-CPU Ready fehlt""";"702019 ""MEL, NCK-CPU Ready fehlt""";""
"702020 ""MEL, NC Ready fehlt""";"702020 ""MEL, NC Ready fehlt""";""
"702021 ""MEL, MMC-CPU Ready fehlt""";"702021 ""MEL, MMC-CPU Ready fehlt""";""
"702022 ""MEL, Achsen nicht referiert""";"702022 ""MEL, Achsen nicht referiert""";""
"702023 ""MEL, Kabinentüre offen""";"702023 ""MEL, Kabinentüre offen""";""
"702024 ""MEL, M7 nicht erlaubt in dieser Betriebsart""";"702024 ""MEL, M7 nicht erlaubt in dieser Betriebsart""";""
"702025 ""MEL, ASUP Fehler red. Geschwindigkeit""";"702025 ""MEL, ASUP Fehler red. Geschwindigkeit""";""
"702026 ""MEL, Warten auf Quittierung Beladen""";"702026 ""MEL, Warten auf Quittierung Beladen""";""
"702027 ""MEL, Messtaster in Spindel NICHT aktiv""";"702027 ""MEL, Messtaster in Spindel NICHT aktiv""";""
"702028 ""MEL, M3/M4 mit Messtaster nicht erlaubt""";"702028 ""MEL, M3/M4 mit Messtaster nicht erlaubt""";""
"702029 ""MEL, VS-SPI Halt Weiter mit NC-Start""";"702029 ""MEL, VS-SPI Halt Weiter mit NC-Start""";""
"702030 ""MEL, --> !!! Werkzeugdaten kontrollieren !!! <--""";"702030 ""MEL, --> !!! Werkzeugdaten kontrollieren !!! <--""";""
"702031 ""MEL, System initialisieren laeuft""";"702031 ""MEL, System initialisieren laeuft""";""
"702032 ""MEL, Spindel ausser Regelung""";"702032 ""MEL, Spindel ausser Regelung""";""
"702033 ""MEL, Anwenderfunktion aktiv""";"702033 ""MEL, Anwenderfunktion aktiv""";""
"702034 ""MEL, inn. Kuehlmittel M7 mit WZ gesperrt""";"702034 ""MEL, inn. Kuehlmittel M7 mit WZ gesperrt""";""
"702035 ""MEL, Einbruch bei Nist=NSoll""";"702035 ""MEL, Einbruch bei Nist=NSoll""";""
"702036 ""MEL, Rüstplatz nicht in Wechselposition""";"702036 ""MEL, Rüstplatz nicht in Wechselposition""";""
"702037 ""MEL, Rüstplatz Tuere offen""";"702037 ""MEL, Rüstplatz Tuere offen""";""
"702038 ""MEL, falsche Eingabe""";"702038 ""MEL, falsche Eingabe""";""
"702039 ""MEL, Spindel: Drehmomentgrenze ueberschritten""";"702039 ""MEL, Spindel: Drehmomentgrenze ueberschritten""";""
"702040 ""MEL, Vorschub FRG 4. Achse (Vorgang Klemm auf/zu)""";"702040 ""MEL, Vorschub FRG 4. Achse (Vorgang Klemm auf/zu)""";""
"702041 ""MEL, Vorschub FRG 5. Achse (Vorgang Klemm auf/zu)""";"702041 ""MEL, Vorschub FRG 5. Achse (Vorgang Klemm auf/zu)""";""
"702042 ""MEL, Rüstplatz nicht in Wechselposition""";"702042 ""MEL, Rüstplatz nicht in Wechselposition""";""
"702043 ""MEL, Teleskoptisch nicht abgesenkt/angehoben""";"702043 ""MEL, Teleskoptisch nicht abgesenkt/angehoben""";""
"702044 ""MEL, Rüstplatz belegt""";"702044 ""MEL, Rüstplatz belegt""";""
"702045 ""MEL, Palette vor Maschine gesperrt""";"702045 ""MEL, Palette vor Maschine gesperrt""";""
"702046 ""MEL, Palette wurde nicht fertig bearbeitet""";"702046 ""MEL, Palette wurde nicht fertig bearbeitet""";""
"702047 ""MEL, Palette in Maschine ohne Prg-/Palettennummer""";"702047 ""MEL, Palette in Maschine ohne Prg-/Palettennummer""";""
"702048 ""MEL, Palette auf RP ohne Prg-/Palettennummer""";"702048 ""MEL, Palette auf RP ohne Prg-/Palettennummer""";""
"702049 ""MEL, Palettendaten nicht vorbesetzt""";"702049 ""MEL, Palettendaten nicht vorbesetzt""";""
"702050 ""MEL, Programmanwahl laeuft""";"702050 ""MEL, Programmanwahl laeuft""";""
"702051 ""MEL, PV: Rüstplatz gesperrt""";"702051 ""MEL, PV: Rüstplatz gesperrt""";""
"702052 ""MEL, PV: Palettenwechsel gesperrt""";"702052 ""MEL, PV: Palettenwechsel gesperrt""";""
"702053 ""MEL, PV: Palette Maschine nicht fertig bearbeitet""";"702053 ""MEL, PV: Palette Maschine nicht fertig bearbeitet""";""
"702054 ""MEL, PV: Palettenwechsel von Rundspeicher gesperrt""";"702054 ""MEL, PV: Palettenwechsel von Rundspeicher gesperrt""";""
"702055 ""MEL, Eingang Tuer Rüstplatz Palettenwechler zu 0-Signal""";"702055 ""MEL, Eingang Tuer Rüstplatz Palettenwechler zu 0-Signal""";""
"702056 ""MEL, Eingang Rüstplatz PalWech in WechsPos 0-Signal""";"702056 ""MEL, Eingang Rüstplatz PalWech in WechsPos 0-Signal""";""
"702057 ""MEL, Eingang Spannvorrichtung gespannt 0-Signal""";"702057 ""MEL, Eingang Spannvorrichtung gespannt 0-Signal""";""
"702058 ""MEL, RundSpeicher4 keine Freigabe""";"702058 ""MEL, RundSpeicher4 keine Freigabe""";""
"702059 ""MEL, kein Job gefunden od. kein Rohteil vorhanden""";"702059 ""MEL, kein Job gefunden od. kein Rohteil vorhanden""";""
"702060 ""MEL, Rüstplatz Maschine nach Palette bringen nicht belegt""";"702060 ""MEL, Rüstplatz Maschine nach Palette bringen nicht belegt""";""
"702061 ""MEL, Rüstplatz Speicher nicht in Wechselposition""";"702061 ""MEL, Rüstplatz Speicher nicht in Wechselposition""";""
"702062 ""MEL, Palettenwechsler nicht in Grundstellung """;"702062 ""MEL, Palettenwechsler nicht in Grundstellung """;""
"702063 ""MEL, Freigabe Palettenwechsel 0-Signal""";"702063 ""MEL, Freigabe Palettenwechsel 0-Signal""";""
"702100 ""MEL, Leistung Maschine 0-Signal""";"702100 ""MEL, Leistung Maschine 0-Signal""";""
"702101 ""MEL, Losgroesse des Programms erreicht""";"702101 ""MEL, Losgroesse des Programms erreicht""";""
"702102 ""MEL, Palette auf Traeger nach bringen""";"702102 ""MEL, Palette auf Traeger nach bringen""";""
"702103 ""MEL, Antriebe des RS4 nicht freigegeben""";"702103 ""MEL, Antriebe des RS4 nicht freigegeben""";""
"702104 ""MEL, Palettenspeicher ist nicht in Grundstellung""";"702104 ""MEL, Palettenspeicher ist nicht in Grundstellung""";""
"702105 ""MEL, Warten auf Quittierung Entladen""";"702105 ""MEL, Warten auf Quittierung Entladen""";""
"702106 ""MEL, Kein Referenzpunkt Magazin (erst Referenzieren)""";"702106 ""MEL, Kein Referenzpunkt Magazin (erst Referenzieren)""";""
"702107 ""MEL, Transportwagen belegt / keine Palnummer """;"702107 ""MEL, Transportwagen belegt / keine Palnummer """;""
"702108 ""MEL, RP Palettenspeicher Tuere offen""";"702108 ""MEL, RP Palettenspeicher Tuere offen""";""
"702109 ""MEL, Stern-Dreieck Vorschubsperre""";"702109 ""MEL, Stern-Dreieck Vorschubsperre""";""
"702110 ""MEL, PW: Freigabe Sonderoption 0-Signal""";"702110 ""MEL, PW: Freigabe Sonderoption 0-Signal""";""
"702111 ""MEL, Schmierung erforderlich""";"702111 ""MEL, Schmierung erforderlich""";""
"702112 ""MEL, Schmierung läuft""";"702112 ""MEL, Schmierung läuft""";""
"702113 ""MEL, DMU200P: Synchronisieren Z-Achse BA Ref Punkt anwählen""";"702113 ""MEL, DMU200P: Synchronisieren Z-Achse BA Ref Punkt anwählen""";""
"702114 ""MEL, Magazin wird referiert""";"702114 ""MEL, Magazin wird referiert""";""
"702115 ""MEL, bitte Y-Achse weg von Rolltor fahren""";"702115 ""MEL, bitte Y-Achse weg von Rolltor fahren""";""
"702116 ""MEL, Warten auf Quittierung M-Funktion""";"702116 ""MEL, Warten auf Quittierung M-Funktion""";""
"702117 ""MEL, Ruestplatztuere PW nicht geschlossen""";"702117 ""MEL, Ruestplatztuere PW nicht geschlossen""";""
"702118 ""MEL, Fettschmierung Fuellstand 0-Signal""";"702118 ""MEL, Fettschmierung Fuellstand 0-Signal""";""
"702119 ""MEL, NC-Startsperre WZW""";"702119 ""MEL, NC-Startsperre WZW""";""
"702120 ""MEL, NC-Startsperre Softkeyrettung""";"702120 ""MEL, NC-Startsperre Softkeyrettung""";""
"702121 ""MEL, RP Palettenspeicher Spanndruck fehlt""";"702121 ""MEL, RP Palettenspeicher Spanndruck fehlt""";""
"702122 ""MEL, warten auf Quittierung H-Funktion""";"702122 ""MEL, warten auf Quittierung H-Funktion""";""
"702123 ""MEL, ext. Luft in dieser Betriebsart nicht möglich""";"702123 ""MEL, ext. Luft in dieser Betriebsart nicht möglich""";""
"702124 ""MEL, VSH HptAX SonderBA""";"702124 ""MEL, VSH HptAX SonderBA""";""
"702125 ""MEL, VSH HptAX Fahrbereich""";"702125 ""MEL, VSH HptAX Fahrbereich""";""
"702126 ""MEL, Eigang Freigabe Palettenwechsler 0 Signal""";"702126 ""MEL, Eigang Freigabe Palettenwechsler 0 Signal""";""
"702127 ""MEL, Vorschub FRG 6. Achse (Vorgang Klemm auf/zu)""";"702127 ""MEL, Vorschub FRG 6. Achse (Vorgang Klemm auf/zu)""";""
"702128 ""MEL, VSH CHAN Palettenwechsel""";"702128 ""MEL, VSH CHAN Palettenwechsel""";""
"702129 ""MEL, VSH CHAN Schwenkkopf""";"702129 ""MEL, VSH CHAN Schwenkkopf""";""
"702130 ""MEL, Vorschub Halt Kanal Werkzeugwechsler""";"702130 ""MEL, Vorschub Halt Kanal Werkzeugwechsler""";""
"702131 ""MEL, Vorschub Halt Kanal Werkzeugmagazin""";"702131 ""MEL, Vorschub Halt Kanal Werkzeugmagazin""";""
"702132 ""MEL, SPH SonderBA""";"702132 ""MEL, SPH SonderBA""";""
"702133 ""MEL, kein Job in Jobliste aktiv""";"702133 ""MEL, kein Job in Jobliste aktiv""";""
"702134 ""MEL, Eingang VorschubFreigabe 0-Signal""";"702134 ""MEL, Eingang VorschubFreigabe 0-Signal""";""
"702135 ""MEL, VS-X Fahrbereichseinschraenkung""";"702135 ""MEL, VS-X Fahrbereichseinschraenkung""";""
"702136 ""MEL, VS-B Fahrbereichseinschraenkung""";"702136 ""MEL, VS-B Fahrbereichseinschraenkung""";""
"702137 ""MEL, Spindelvorschmierung läuft""";"702137 ""MEL, Spindelvorschmierung läuft""";""
"702138 ""MEL, 5.Achse existiert nicht""";"702138 ""MEL, 5.Achse existiert nicht""";""
"702139 ""MEL, VSSPH Fehler ASUP Vorschubbegrenzung""";"702139 ""MEL, VSSPH Fehler ASUP Vorschubbegrenzung""";""
"702140 ""MEL, Freigabe Stange 0-Signal""";"702140 ""MEL, Freigabe Stange 0-Signal""";""
"702141 ""MEL, Hydraulik: Motorschutzachalter ausgelöst""";"702141 ""MEL, Hydraulik: Motorschutzachalter ausgelöst""";""
"702142 ""MEL, Hydraulik: Niveau Lmin erreicht""";"702142 ""MEL, Hydraulik: Niveau Lmin erreicht""";""
"702143 ""MEL, Kabinentüren entriegeln gesperrt durch Handlingsystem""";"702143 ""MEL, Kabinentüren entriegeln gesperrt durch Handlingsystem""";""
"702144 ""MEL, Hydraulik: Temperatur überschritten""";"702144 ""MEL, Hydraulik: Temperatur überschritten""";""
"702145 ""MEL, IBN Rolltor""";"702145 ""MEL, IBN Rolltor""";""
"702146 ""MEL, Werkzeug Vorbereiten oder Ablegen aktiv""";"702146 ""MEL, Werkzeug Vorbereiten oder Ablegen aktiv""";""
"702147 ""MEL, WZ-Bezeichner zu lang -->max.Länge überprüfen """;"702147 ""MEL, WZ-Bezeichner zu lang -->max.Länge überprüfen """;""
"702148 ""MEL, Laenge Wz-Name falsch""";"702148 ""MEL, Laenge Wz-Name falsch""";""
"702149 ""MEL, Anzahl Schneiden falsch""";"702149 ""MEL, Anzahl Schneiden falsch""";""
"702150 ""MEL, Falsches Werkzeug am Entladeplatz""";"702150 ""MEL, Falsches Werkzeug am Entladeplatz""";""
"702151 ""MEL, Übertragungsfehler TDS <-> Datenträger""";"702151 ""MEL, Übertragungsfehler TDS <-> Datenträger""";""
"702152 ""MEL, TDS-Station nicht betriebsbereit""";"702152 ""MEL, TDS-Station nicht betriebsbereit""";""
"702153 ""MEL, Wzg-Datenträger nicht im Lesebereich""";"702153 ""MEL, Wzg-Datenträger nicht im Lesebereich""";""
"702154 ""MEL, Platz ist bereits leer""";"702154 ""MEL, Platz ist bereits leer""";""
"702155 ""MEL, Werkzeug ist bereits beladen """;"702155 ""MEL, Werkzeug ist bereits beladen """;""
"702156 ""MEL, Platz kann nicht beladen werden""";"702156 ""MEL, Platz kann nicht beladen werden""";""
"702157 ""MEL, Index Platz 1 nicht eingefahren""";"702157 ""MEL, Index Platz 1 nicht eingefahren""";""
"702158 ""MEL, Index Platz 1 nicht ausgefahren""";"702158 ""MEL, Index Platz 1 nicht ausgefahren""";""
"702159 ""MEL, Index Platz 2 nicht eingefahren""";"702159 ""MEL, Index Platz 2 nicht eingefahren""";""
"702160 ""MEL, Index Platz 2 nicht ausgefahren""";"702160 ""MEL, Index Platz 2 nicht ausgefahren""";""
"702161 ""MEL, Kette nicht in Position 1""";"702161 ""MEL, Kette nicht in Position 1""";""
"702162 ""MEL, Kette nicht in Position 4""";"702162 ""MEL, Kette nicht in Position 4""";""
"702163 ""MEL, Rolltor nicht geschlossen""";"702163 ""MEL, Rolltor nicht geschlossen""";""
"702200 ""MEL, Klemmung nicht geklemmt""";"702200 ""MEL, Klemmung nicht geklemmt""";""
"702201 ""MEL, Index Maschine nicht eingefahren""";"702201 ""MEL, Index Maschine nicht eingefahren""";""
"702202 ""MEL, bitte PW auf Wechselposition fahren""";"702202 ""MEL, bitte PW auf Wechselposition fahren""";""
"702203 ""MEL, Kette n. verfahrbar, da Index ausgefahr.oder Klemmung geklemmt""";"702203 ""MEL, Kette n. verfahrbar, da Index ausgefahr.oder Klemmung geklemmt""";""
"702204 ""MEL, Palettenspeicher nicht in Automatik-Betrieb""";"702204 ""MEL, Palettenspeicher nicht in Automatik-Betrieb""";""
"702205 ""MEL, keine 2 Pal. in PW-System vorhanden""";"702205 ""MEL, keine 2 Pal. in PW-System vorhanden""";""
"702206 ""MEL, bitte Tuere Foerderband schliessen""";"702206 ""MEL, bitte Tuere Foerderband schliessen""";""
"702207 ""MEL, Reststück zu lang z. aut. entsorgen""";"702207 ""MEL, Reststück zu lang z. aut. entsorgen""";""
"702208 ""MEL, Spannhydraulik Betriebsdruck vorhanden""";"702208 ""MEL, Spannhydraulik Betriebsdruck vorhanden""";""
"702209 ""MEL, WM: Übergabeplatz nicht belegt""";"702209 ""MEL, WM: Übergabeplatz nicht belegt""";""
"702210 ""MEL, keine Fahrbereichseinschränkung aktiv (Z Achse)""";"702210 ""MEL, keine Fahrbereichseinschränkung aktiv (Z Achse)""";""
"702211 ""MEL, Spindelüberwachung: Spindellager ist defekt""";"702211 ""MEL, Spindelüberwachung: Spindellager ist defekt""";""
"702212 ""MEL, Palette nicht im Verfahrbereich""";"702212 ""MEL, Palette nicht im Verfahrbereich""";""
"702213 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 9 DREHST aktiv""";"702213 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 9 DREHST aktiv""";""
"702214 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 10 TRANSP aktiv""";"702214 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 10 TRANSP aktiv""";""
"702215 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 16 HUB aktiv""";"702215 ""MEL, PS Fehlende Freigabe -> Vorschub Halt für Achse 16 HUB aktiv""";""
"702216 ""MEL, """;"702216 ""MEL, """;""
"702217 ""MEL, """;"702217 ""MEL, """;""
"702218 ""MEL, """;"702218 ""MEL, """;""
"702219 ""MEL, """;"702219 ""MEL, """;""
"702220 ""MEL, """;"702220 ""MEL, """;""
"702221 ""MEL, """;"702221 ""MEL, """;""
"702222 ""MEL, Sonder:Eingang Schmierung Druckschalter X+Y-Achse 0 Signal""";"702222 ""MEL, Sonder:Eingang Schmierung Druckschalter X+Y-Achse 0 Signal""";""
"702223 ""MEL, Sonder:Eingang Schmierung Druckschalter Z-Achse 0 Signal""";"702223 ""MEL, Sonder:Eingang Schmierung Druckschalter Z-Achse 0 Signal""";""
"702224 ""MEL, Sonder:Eingang Schmierung Druckschalter Werkzeugwechsler 0 Signal""";"702224 ""MEL, Sonder:Eingang Schmierung Druckschalter Werkzeugwechsler 0 Signal""";""
"702225 ""MEL, Sonder: Magnetspannplatten Freigabe 0-Signal""            ";"702225 ""MEL, Sonder: Magnetspannplatten Freigabe 0-Signal""            ";""
"702226 ""MEL, Eingang Hydraulikfilterverschmutzung 75% (Warnung) 1-Signal""";"702226 ""MEL, Eingang Hydraulikfilterverschmutzung 75% (Warnung) 1-Signal""";""
"702227 ""MEL, Sonder: Füllstandsüberwachung Schmieraggregat""";"702227 ""MEL, Sonder: Füllstandsüberwachung Schmieraggregat""";""
"702228 ""MEL, Fehler/Warnung SonderAnwendung 4""";"702228 ""MEL, Fehler/Warnung SonderAnwendung 4""";""
"702229 ""MEL, Fehler/Warnung SonderAnwendung 5""";"702229 ""MEL, Fehler/Warnung SonderAnwendung 5""";""
"702230 ""MEL, Sonder:Eingang Schmierung Druckschalter Palettenwechsler 0 Signal""";"702230 ""MEL, Sonder:Eingang Schmierung Druckschalter Palettenwechsler 0 Signal""";""
"702231 ""MEL, Sonder:Eingang Schmierung Druckschalter Gehaeuse Spindelstock 0 Si";"702231 ""MEL, Sonder:Eingang Schmierung Druckschalter Gehaeuse Spindelstock 0 Si";""
"702232 ""SPVS-HA-HPT, Störung Nebel- u.Rauchabscheider""";"702232 ""SPVS-HA-HPT, Störung Nebel- u.Rauchabscheider""";""
"702233 ""SPVS-HA-HPT, Vlies Transport Schalter Defekt""";"702233 ""SPVS-HA-HPT, Vlies Transport Schalter Defekt""";""
"702234 ""SPVS-HA-HPT, Fehler Kühlmittelanlage""";"702234 ""SPVS-HA-HPT, Fehler Kühlmittelanlage""";""
"702235 ""SPVS-HA-HPT, """;"702235 ""SPVS-HA-HPT, """;""
"702236 ""SPVS-HA-HPT, """;"702236 ""SPVS-HA-HPT, """;""
"702237 ""SPVS-HA-HPT, """;"702237 ""SPVS-HA-HPT, """;""
"702238 ""SPVS-HA-HPT, """;"702238 ""SPVS-HA-HPT, """;""
"702239 ""SPVS-HA-HPT, """;"702239 ""SPVS-HA-HPT, """;""
"702240 ""SPVS-HA-HPT, """;"702240 ""SPVS-HA-HPT, """;""
"702241 ""SPVS-HA-HPT, """;"702241 ""SPVS-HA-HPT, """;""
"702242 ""SPVS-HA-HPT, """;"702242 ""SPVS-HA-HPT, """;""
"702243 ""SPVS-HA-HPT, """;"702243 ""SPVS-HA-HPT, """;""
"702244 ""SPVS-HA-HPT, """;"702244 ""SPVS-HA-HPT, """;""
"702245 ""SPVS-HA-HPT, """;"702245 ""SPVS-HA-HPT, """;""
"702246 ""SPVS-HA-HPT, """;"702246 ""SPVS-HA-HPT, """;""
"702247 ""SPVS-HA-HPT, """;"702247 ""SPVS-HA-HPT, """;""
"702248 ""VS-Halt_AS1, WM: WZ-Entrieglung Magazin fehlt""";"702248 ""VS-Halt_AS1, WM: WZ-Entrieglung Magazin fehlt""";""
"702249 ""VS-Halt_AS1, WM: WZ-Verrieglung Magazin fehlt""";"702249 ""VS-Halt_AS1, WM: WZ-Verrieglung Magazin fehlt""";""
"702250 ""VS-Halt_AS1, WM: WZ-Verrieglung undefiniert""";"702250 ""VS-Halt_AS1, WM: WZ-Verrieglung undefiniert""";""
"702251 ""VS-Halt_AS1, WM: WZ-Entrieglung Rüsten fehlt""";"702251 ""VS-Halt_AS1, WM: WZ-Entrieglung Rüsten fehlt""";""
"702252 ""VS-Halt_AS1, WM: WZ-Verrieglung Rüsten fehlt""";"702252 ""VS-Halt_AS1, WM: WZ-Verrieglung Rüsten fehlt""";""
"702253 ""VS-Halt_AS1, WM: Pin Rüsten nicht entriegelt""";"702253 ""VS-Halt_AS1, WM: Pin Rüsten nicht entriegelt""";""
"702254 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten Riegelfeder fehlt""";"702254 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten Riegelfeder fehlt""";""
"702255 ""VS-Halt_AS1, WM: WZ-Entriegelung Rüsten Riegelfeder fehlt""";"702255 ""VS-Halt_AS1, WM: WZ-Entriegelung Rüsten Riegelfeder fehlt""";""
"702256 ""VS-Halt_AS1, WM: Pick-Up Magazin Klappe nicht geöffnet""";"702256 ""VS-Halt_AS1, WM: Pick-Up Magazin Klappe nicht geöffnet""";""
"702257 ""VS-Halt_AS1, WM: Pick-Up Magazin Klappe nicht geschlossen""";"702257 ""VS-Halt_AS1, WM: Pick-Up Magazin Klappe nicht geschlossen""";""
"702258 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 1 nicht ausgefahren""";"702258 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 1 nicht ausgefahren""";""
"702259 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 1 nicht in Grundstellung""";"702259 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 1 nicht in Grundstellung""";""
"702260 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 2 nicht ausgefahren""";"702260 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 2 nicht ausgefahren""";""
"702261 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 2 nicht in Grundstellung""";"702261 ""VS-Halt_AS1, WM: Pick-Up Magazin Zylinder 2 nicht in Grundstellung""";""
"702262 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten Riegelfeder undefiniert""";"702262 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten Riegelfeder undefiniert""";""
"702263 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten undefiniert""";"702263 ""VS-Halt_AS1, WM: WZ-Verriegelung Rüsten undefiniert""";""
"702300 ""WAR, WZ in Magazin nicht verriegelt""";"702300 ""WAR, WZ in Magazin nicht verriegelt""";""
"702301 ""WAR, Filter fuer Kuehlmittel-Feinbereich wechseln""";"702301 ""WAR, Filter fuer Kuehlmittel-Feinbereich wechseln""";""
"702302 ""WAR, Spannhydraulik Ruestplatz: Filter verschmutzt""";"702302 ""WAR, Spannhydraulik Ruestplatz: Filter verschmutzt""";""
"702303 ""WAR, Rückmeldung 12.Achse Positionieren ungültig""";"702303 ""WAR, Rückmeldung 12.Achse Positionieren ungültig""";""
"702304 ""WAR, Rückmeldung 14.Achse Positionieren ungültig""";"702304 ""WAR, Rückmeldung 14.Achse Positionieren ungültig""";""
"702305 ""WAR, Spindelüberwachung: Unwucht wurde erkannt""";"702305 ""WAR, Spindelüberwachung: Unwucht wurde erkannt""";""
"702306 ""WAR, Spannhydraulik: Schmierung Fuellstand 0-Signal""";"702306 ""WAR, Spannhydraulik: Schmierung Fuellstand 0-Signal""";""
"702307 ""WAR, Spannhydraulik: Schmierung Druckschalter nicht 0-Signal""";"702307 ""WAR, Spannhydraulik: Schmierung Druckschalter nicht 0-Signal""";""
"702308 ""WAR, Spannhydraulik: Schmierung Druckschalter nicht 1-Signal""";"702308 ""WAR, Spannhydraulik: Schmierung Druckschalter nicht 1-Signal""";""
"702309 ""WAR, Druckänderung in dieser Betriebsart nicht erlaubt""";"702309 ""WAR, Druckänderung in dieser Betriebsart nicht erlaubt""";""
"702310 ""WAR, Motorschutz Schaltschrankkühlgerät ausgelöst""";"702310 ""WAR, Motorschutz Schaltschrankkühlgerät ausgelöst""";""
"702311 ""WAR, falsche Spanndruck-Daten von Beladung; PW-Freigabe gesperrt""";"702311 ""WAR, falsche Spanndruck-Daten von Beladung; PW-Freigabe gesperrt""";""
"702312 ""WAR, Hydraulik: Füllstand Maximum 0-Signal""";"702312 ""WAR, Hydraulik: Füllstand Maximum 0-Signal""";""
"702313 ""WAR, Hydraulik: Füllstand Minimum 0-Signal""";"702313 ""WAR, Hydraulik: Füllstand Minimum 0-Signal""";""
"702314 ""WAR, Palettentransportsystem Fehlermeldung steht an""";"702314 ""WAR, Palettentransportsystem Fehlermeldung steht an""";""
"702315 ""WAR, Palettentransportsystem im Eingriff""";"702315 ""WAR, Palettentransportsystem im Eingriff""";""
"702316 ""WAR, Kühlmittelanlage: Überwachung Spaltsieb-Zylinder vor/zurück""";"702316 ""WAR, Kühlmittelanlage: Überwachung Spaltsieb-Zylinder vor/zurück""";""
"702317 ""WAR, RPL Drucksensor Spannstelle 2 meldet Kabelbruch""";"702317 ""WAR, RPL Drucksensor Spannstelle 2 meldet Kabelbruch""";""
"702318 ""WAR, RPL Drucksensor Spannstelle 3 meldet Kabelbruch""";"702318 ""WAR, RPL Drucksensor Spannstelle 3 meldet Kabelbruch""";""
